"Family_ID","Survey_Year","ID_number","Race","Race_2nd","Head_Wife_Status","Paying_Rent_Scale","Fall_Winter_Residence","Summer_Residence","Enrollment_Status","Return_School","Financial_Responsibility_Scale","Own_Bills_Scale","Managing_Money_Scale","Worry_Money","Marital_Status","Help_House","House_Amount","Help_Bills","Bills_Amount","Help_Tuition","Tuition_Amount","Help_Personal_Loan","Help_Personal_Loan_Amount","Help_Personal_Vehicle","Personal_Vehicle_Amount","Help_Rent_Mortgage","Rent_Mortgage_Amount","Gifts_Inheritance","Help_Other","CantAfford_College","Gifts_Inheritance_1","Gifts_Inheritance_2","Gifts_Inheritance_3","Help_Other_Amount","Help_House_Amount_Parents","Help_House_Percent_Parents","Help_Bills_Amount_Parents","Help_Bills_Percent_Parents","Help_Tuition_Amount_Parents","Help_Tuition_Percent_Parents","Help_Student_Loan","Student_Loan_Amount","Help_Student_Loan_Amount_Parents","Help_Student_Loan_Percent_Parents","Help_Personal_Vehicle_Amount_Parents","Help_Personal_Vehicle_Percent_Parents","Help_Rent_Mortgage_Amount_Parents","Help_Rent_Mortgage_Percent_Parents"
6394,2015,698,1,0,1,5,2,96,96,0,5,5,5,6,1,5,0,5,0,5,0,5,0,5,0,5,0,NA,5,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5240,2015,699,7,0,3,1,1,2,4,1,3,1,5,3,4,5,0,5,0,5,0,5,0,5,0,5,0,NA,5,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6186,2015,700,2,0,1,4,97,96,1,0,3,4,5,7,2,5,0,5,0,5,0,5,0,5,0,5,0,NA,5,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
369,2015,701,1,0,3,4,2,96,6,5,4,5,5,2,2,5,0,1,2000,1,40000,5,0,5,0,1,8400,NA,5,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6711,2015,702,2,0,3,6,1,96,9,0,5,1,4,3,2,5,0,1,600,1,3000,5,0,5,0,1,2000,NA,5,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5210,2015,703,1,0,3,2,3,9,6,1,4,3,3,4,2,5,0,1,9999999,1,120000,5,0,5,0,1,4000,NA,5,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1142,2015,704,1,0,3,6,1,96,9,0,3,6,5,6,2,5,0,1,9999998,1,9999998,5,0,5,0,5,0,NA,5,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5865,2015,705,2,0,3,6,2,1,4,1,4,6,5,5,2,5,0,1,297,5,0,1,50,5,0,5,0,NA,5,9,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
224,2015,706,2,0,3,2,1,96,1,0,4,4,4,3,2,5,0,5,0,5,0,5,0,5,0,5,0,NA,5,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1962,2015,707,1,0,1,5,5,96,4,5,5,5,5,5,2,5,0,5,0,5,0,5,0,5,0,5,0,NA,5,1,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1333,2015,708,1,0,1,5,2,96,6,5,5,5,5,4,2,5,0,5,0,5,0,1,500,5,0,5,0,NA,5,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
514,2015,709,1,0,3,2,1,96,9,0,4,1,5,2,2,5,0,1,7000,1,2000,5,0,1,10000,5,0,NA,5,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3429,2015,710,2,0,3,6,1,96,5,1,4,5,5,5,2,5,0,5,0,5,0,5,0,5,0,5,0,NA,5,1,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4639,2015,711,2,3,3,6,2,1,6,1,5,5,5,5,2,5,0,5,0,5,0,5,0,5,0,5,0,NA,5,1,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4927,2015,712,1,0,3,2,2,1,9,0,2,6,5,3,2,5,0,5,0,5,0,5,0,1,1000,1,3000,NA,5,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4441,2015,713,2,0,3,5,1,96,9,0,5,5,5,4,5,5,0,5,0,5,0,5,0,5,0,5,0,NA,5,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
448,2015,714,1,0,1,5,6,96,4,8,5,5,5,3,4,5,0,5,0,5,0,5,0,5,0,5,0,NA,5,1,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4150,2015,715,2,0,1,5,2,96,3,0,5,5,5,5,2,5,0,5,0,5,0,5,0,5,0,5,0,NA,5,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
680,2015,716,2,0,1,3,1,96,5,5,5,4,5,3,2,5,0,5,0,1,2200,5,0,5,0,5,0,NA,5,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2065,2015,717,2,0,3,1,1,1,3,0,3,1,1,6,2,5,0,5,0,5,0,5,0,5,0,5,0,NA,5,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3347,2015,718,2,0,1,5,2,96,4,1,5,5,5,3,2,5,0,5,0,5,0,5,0,5,0,5,0,NA,5,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
548,2015,719,1,0,1,5,2,96,6,5,5,5,3,2,2,5,0,5,0,5,0,5,0,5,0,5,0,NA,5,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
731,2015,720,2,0,3,5,2,96,6,5,5,5,5,1,2,5,0,5,0,5,0,5,0,5,0,5,0,NA,5,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1053,2015,721,1,0,3,2,1,96,5,5,4,4,5,2,2,5,0,1,720,5,0,5,0,5,0,5,0,NA,5,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1611,2015,722,2,0,1,5,2,96,5,5,5,5,5,1,5,5,0,5,0,5,0,5,0,5,0,5,0,NA,5,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5702,2015,723,2,0,3,5,1,2,96,0,5,5,5,7,2,5,0,5,0,5,0,5,0,5,0,5,0,NA,5,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6946,2015,724,1,0,3,1,5,96,9,0,3,1,5,2,2,5,0,1,1000,1,2000,5,0,1,15000,5,0,NA,5,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
456,2015,725,7,0,2,1,6,96,1,0,1,1,1,1,1,5,0,5,0,5,0,5,0,5,0,5,0,NA,5,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1657,2015,726,2,1,3,4,2,1,4,0,5,4,5,3,2,5,0,1,9999998,5,0,5,0,5,0,5,0,NA,5,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2795,2015,727,2,0,3,5,1,96,96,0,4,5,5,1,2,5,0,5,0,5,0,5,0,5,0,5,0,NA,5,1,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4510,2015,728,4,0,1,5,2,96,96,0,5,5,5,2,2,5,0,5,0,5,0,5,0,5,0,5,0,NA,5,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4578,2015,729,1,0,1,5,2,96,4,1,5,5,5,1,2,5,0,1,600,5,0,5,0,5,0,5,0,NA,5,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4472,2015,730,2,3,3,1,1,96,4,1,2,1,5,5,2,5,0,5,0,5,0,5,0,5,0,5,0,NA,5,1,575,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,2015,731,1,0,3,1,1,96,9,0,4,2,5,1,2,5,0,5,0,5,0,5,0,5,0,1,9999998,NA,5,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1248,2015,732,1,0,1,1,5,96,10,0,5,5,5,3,2,5,0,5,0,1,7000,5,0,5,0,5,0,NA,5,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6285,2015,733,7,0,3,6,1,96,9,0,4,4,5,5,2,5,0,1,50,5,0,5,0,5,0,5,0,NA,5,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6820,2015,734,1,0,3,1,4,1,9,0,1,1,1,2,2,5,0,1,8000,1,18000,5,0,5,0,1,8000,NA,5,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1951,2015,735,2,0,1,2,2,1,4,1,4,3,5,2,2,5,0,5,0,5,0,5,0,5,0,5,0,NA,5,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
386,2015,736,1,0,3,3,1,6,6,5,5,5,5,5,1,5,0,5,0,5,0,5,0,5,0,5,0,NA,5,1,5000,10000,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5755,2015,737,2,0,1,5,1,5,6,1,5,5,5,5,2,5,0,5,0,5,0,5,0,5,0,5,0,NA,5,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5693,2015,738,2,0,3,4,1,96,3,0,4,5,5,2,2,5,0,5,0,5,0,5,0,5,0,5,0,NA,5,1,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5700,2015,739,1,0,2,5,1,6,6,1,3,5,5,1,1,5,0,5,0,5,0,5,0,5,0,5,0,NA,5,1,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4573,2015,740,2,3,3,5,1,2,4,8,5,4,5,3,2,5,0,5,0,5,0,5,0,5,0,5,0,NA,5,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4364,2015,741,1,0,3,5,1,96,10,0,5,5,5,7,2,5,0,1,2000,5,0,5,0,5,0,1,9600,NA,5,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
726,2015,742,1,0,3,5,1,2,9,0,5,5,5,5,2,5,0,5,0,1,3000,5,0,5,0,5,0,NA,5,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6891,2015,743,1,0,3,6,1,96,11,0,3,4,5,1,2,5,0,5,0,5,0,5,0,5,0,5,0,NA,5,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5844,2015,744,2,0,3,1,3,1,9,0,1,1,4,3,2,5,0,1,11200,1,15000,5,0,5,0,1,8000,NA,5,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3893,2015,745,2,0,1,5,2,96,6,5,5,5,5,3,2,5,0,5,0,5,0,5,0,5,0,5,0,NA,5,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5394,2015,746,1,0,3,1,1,96,9,0,3,3,5,7,2,5,0,1,840,5,0,5,0,5,0,5,0,NA,5,0,2000,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6211,2015,747,7,0,2,1,6,96,4,1,2,2,5,4,1,5,0,5,0,5,0,5,0,5,0,5,0,NA,5,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4515,2015,748,2,0,1,5,2,96,9,0,4,5,5,4,2,5,0,5,0,5,0,5,0,5,0,5,0,NA,5,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6711,2015,749,2,0,3,5,1,96,6,5,5,5,4,5,2,5,0,5,0,5,0,5,0,5,0,5,0,NA,5,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5031,2015,750,2,0,3,9,1,96,96,0,5,5,5,1,2,5,0,5,0,5,0,1,9999999,5,0,5,0,NA,5,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4288,2015,751,2,0,1,5,2,96,4,9,5,5,5,1,2,5,0,5,0,5,0,5,0,5,0,5,0,NA,5,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2095,2015,752,1,0,3,1,3,1,9,0,3,1,2,4,2,5,0,1,2000,1,4000,5,0,1,20000,1,3000,NA,1,0,0,0,NA,6000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5862,2015,753,2,0,3,4,1,96,4,1,5,5,5,5,2,5,0,5,0,5,0,5,0,5,0,5,0,NA,5,1,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3141,2015,754,1,0,3,2,2,96,9,0,3,4,4,7,2,5,0,1,600,1,6400,5,0,1,5000,1,3180,NA,5,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3123,2015,755,1,0,2,5,2,96,7,5,5,5,5,5,1,5,0,5,0,5,0,5,0,5,0,5,0,NA,5,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2196,2015,756,2,0,1,5,2,96,7,1,5,5,5,6,2,5,0,5,0,5,0,5,0,5,0,5,0,NA,5,1,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2693,2015,757,1,0,3,6,2,96,9,0,4,5,5,4,2,5,0,5,0,1,16000,5,0,5,0,5,0,NA,5,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3408,2015,758,1,0,1,5,2,96,11,0,5,5,5,1,2,5,0,5,0,5,0,5,0,5,0,5,0,NA,5,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1216,2015,759,1,0,3,6,2,96,7,5,5,4,5,5,2,1,1350,1,1500,5,0,5,0,5,0,5,0,NA,5,0,2000,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6692,2015,760,1,0,3,1,3,1,9,0,3,4,5,6,2,5,0,1,2000,1,38000,5,0,1,10000,1,8000,NA,1,0,0,0,NA,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
726,2015,761,1,0,3,1,1,96,9,0,4,1,5,4,2,5,0,1,500,5,0,5,0,5,0,5,0,NA,1,0,0,0,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6036,2015,762,2,0,1,5,2,96,11,0,5,5,5,2,2,5,0,5,0,5,0,5,0,5,0,5,0,NA,5,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4320,2015,763,1,0,3,1,3,1,9,0,3,1,5,4,2,5,0,1,1000,1,6298,5,0,5,0,1,3970,NA,1,0,0,0,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2636,2015,764,2,0,1,5,2,96,9,0,5,5,5,4,2,5,0,5,0,5,0,5,0,5,0,5,0,NA,5,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6673,2015,765,2,0,1,3,2,96,6,5,5,5,5,2,2,5,0,5,0,5,0,5,0,5,0,5,0,NA,5,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2940,2015,766,5,0,3,1,3,4,9,0,3,1,5,1,2,5,0,5,0,1,15000,5,0,1,20000,1,12000,NA,5,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5033,2015,767,2,0,1,5,2,96,4,1,5,5,5,1,2,5,0,5,0,5,0,5,0,5,0,5,0,NA,5,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2222,2015,768,2,0,3,1,3,1,9,0,2,1,1,3,2,5,0,5,0,1,7000,5,0,5,0,1,4600,NA,5,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3737,2015,769,1,7,1,2,2,96,6,1,3,4,5,4,2,5,0,1,300,5,0,5,0,5,0,1,4000,NA,5,0,17000,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4956,2015,770,7,0,3,5,1,2,4,1,5,5,5,3,2,5,0,5,0,5,0,5,0,5,0,5,0,NA,5,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6823,2015,771,7,0,3,5,1,2,4,1,5,5,5,6,2,5,0,1,1000,5,0,5,0,5,0,5,0,NA,5,1,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5496,2015,772,2,0,3,2,1,96,4,1,3,4,5,5,2,5,0,1,100,5,0,5,0,5,0,5,0,NA,5,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,2015,773,1,0,3,4,1,96,6,1,4,4,5,1,2,5,0,5,0,5,0,5,0,5,0,5,0,NA,5,1,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3423,2015,774,1,0,1,5,2,96,9,0,5,5,5,4,2,5,0,5,0,5,0,5,0,5,0,5,0,NA,5,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4836,2015,775,1,0,1,5,2,96,3,0,5,5,4,2,1,5,0,5,0,5,0,5,0,5,0,5,0,NA,5,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6095,2015,776,2,0,3,5,2,97,4,1,5,5,5,2,2,5,0,5,0,5,0,1,100,5,0,5,0,NA,5,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5535,2015,777,7,0,3,1,1,96,4,1,5,5,5,3,2,5,0,5,0,5,0,5,0,5,0,5,0,NA,5,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4070,2015,778,2,0,3,1,1,96,4,5,5,5,5,3,2,5,0,1,300,5,0,5,0,5,0,5,0,NA,5,1,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
967,2015,779,1,0,3,5,1,96,4,5,5,5,5,2,2,5,0,5,0,5,0,5,0,5,0,5,0,NA,5,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3555,2015,780,1,0,3,5,1,2,10,0,4,5,5,2,2,5,0,1,9999998,1,1700,5,0,5,0,5,0,NA,5,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2582,2015,781,4,0,1,5,2,2,7,5,5,5,5,1,2,5,0,5,0,1,8000,5,0,5,0,5,0,NA,1,0,0,0,NA,500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1081,2015,782,2,0,3,1,1,1,2,0,5,4,5,3,2,5,0,5,0,5,0,5,0,5,0,5,0,NA,5,1,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6114,2015,783,2,0,3,5,1,96,96,0,5,5,5,4,2,5,0,5,0,5,0,5,0,5,0,5,0,NA,5,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1762,2015,784,1,0,3,5,1,6,6,1,5,5,5,1,2,5,0,5,0,5,0,5,0,5,0,5,0,NA,5,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4793,2015,785,2,0,1,5,1,2,1,0,5,5,5,3,2,5,0,5,0,5,0,5,0,5,0,5,0,NA,5,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6038,2015,786,1,0,3,1,3,1,9,0,2,1,4,1,2,5,0,1,1500,1,22000,5,0,5,0,5,0,NA,5,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2840,2015,787,1,0,3,2,3,1,9,0,1,1,4,3,2,5,0,1,9999998,1,17000,5,0,1,5000,1,2000,NA,5,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5203,2015,788,7,0,3,1,1,96,3,0,3,2,4,4,2,5,0,5,0,5,0,5,0,5,0,5,0,NA,5,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3401,2015,789,2,0,3,4,1,96,4,1,3,4,5,2,2,5,0,1,400,5,0,5,0,5,0,5,0,NA,5,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5495,2015,790,2,0,1,5,2,6,1,0,5,5,5,2,2,5,0,1,250,5,0,1,250,5,0,5,0,NA,5,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5354,2015,791,1,0,3,6,1,96,4,1,4,5,5,2,2,5,0,5,0,5,0,5,0,5,0,5,0,NA,5,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
274,2015,792,2,0,3,2,1,96,9,0,5,5,5,5,2,5,0,1,130,1,4000,5,0,5,0,1,13200,NA,5,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4751,2015,793,1,3,3,4,1,96,3,0,4,4,3,4,2,5,0,1,1500,5,0,5,0,5,0,5,0,NA,5,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5724,2015,794,2,0,3,2,2,96,9,0,2,2,4,4,2,5,0,1,800,1,4000,5,0,5,0,1,2220,NA,5,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2973,2015,795,1,0,1,5,2,96,6,1,5,5,5,2,2,5,0,1,1000,1,20000,5,0,5,0,1,1600,NA,5,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3807,2015,796,2,0,1,5,2,96,4,1,5,5,5,1,2,5,0,5,0,5,0,5,0,5,0,5,0,NA,5,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2767,2015,797,2,3,3,5,2,96,9,0,5,5,5,2,2,5,0,5,0,5,0,5,0,5,0,5,0,NA,5,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4253,2015,798,2,0,3,5,1,96,5,8,5,5,5,4,2,5,0,5,0,5,0,1,100,5,0,1,150,NA,5,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6770,2015,799,2,0,1,5,6,96,96,0,5,5,5,1,2,5,0,5,0,5,0,5,0,5,0,5,0,NA,5,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
689,2015,800,1,0,3,1,1,96,3,0,3,5,5,4,2,5,0,5,0,5,0,5,0,5,0,5,0,NA,5,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3362,2015,801,1,0,3,5,1,2,4,1,5,5,5,6,1,5,0,5,0,5,0,5,0,5,0,5,0,NA,5,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2175,2015,802,4,0,3,1,3,1,9,0,1,1,5,2,2,5,0,1,10000,1,20000,5,0,1,20000,1,10000,NA,5,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5397,2015,803,1,0,1,1,9,96,4,1,3,5,5,6,2,5,0,5,0,5,0,5,0,5,0,5,0,NA,5,1,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
569,2015,804,2,0,3,1,1,96,9,0,4,2,5,7,2,5,0,5,0,5,0,5,0,5,0,5,0,NA,5,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
495,2015,805,2,0,3,3,97,96,96,0,3,5,5,6,2,5,0,5,0,5,0,5,0,5,0,5,0,NA,5,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5146,2015,806,1,0,3,5,1,96,6,5,4,5,5,3,2,5,0,5,0,5,0,5,0,5,0,5,0,NA,5,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
387,2015,807,1,0,3,1,3,96,9,0,2,1,1,4,2,5,0,1,10000,1,28000,5,0,1,15000,1,14000,NA,1,0,0,0,NA,500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
391,2015,808,1,0,3,1,3,1,9,0,2,2,4,5,2,5,0,1,9999999,1,25000,5,0,5,0,1,10000,NA,1,0,0,0,NA,9999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5870,2015,809,1,0,1,5,2,96,3,0,5,5,5,5,1,5,0,5,0,5,0,5,0,5,0,5,0,NA,5,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4366,2015,810,1,0,1,5,2,96,9,0,5,5,5,1,2,5,0,5,0,1,1000,5,0,5,0,5,0,NA,5,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6839,2015,811,1,0,3,6,3,3,9,0,3,5,5,6,2,5,0,1,1900,5,0,1,2000,5,0,5,0,NA,5,0,900,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4855,2015,812,2,3,3,2,1,96,9,0,4,2,5,5,2,5,0,5,0,5,0,5,0,5,0,5,0,NA,5,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
